,ticker,name,sector,industry,date_added,date_removed,reason_removed,is_in_index
344,NOC,Northrop Grumman,Industrials,Aerospace & Defense,1957-03-04,,,True
345,NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2017-10-13,,,True
346,NRG,NRG Energy,Utilities,Independent Power Producers & Energy Traders,2010-01-29,,,True
347,NUE,Nucor,Materials,Steel,1985-04-30,,,True
348,NVDA,Nvidia,Information Technology,Semiconductors,2001-11-30,,,True
349,NVR,"NVR, Inc.",Consumer Discretionary,Homebuilding,2019-09-26,,,True
350,NXPI,NXP Semiconductors,Information Technology,Semiconductors,2021-03-22,,,True
351,ORLY,O'Reilly Auto Parts,Consumer Discretionary,Specialty Stores,2009-03-27,,,True
352,OXY,Occidental Petroleum,Energy,Oil & Gas Exploration & Production,1957-03-04,,,True
353,ODFL,Old Dominion,Industrials,Trucking,2019-12-09,,,True
354,OMC,Omnicom Group,Communication Services,Advertising,1997-12-31,,,True
355,ON,ON Semiconductor,Information Technology,Semiconductors,2022-06-21,,,True
356,OKE,ONEOK,Energy,Oil & Gas Storage & Transportation,2010-03-15,,,True
357,ORCL,Oracle Corporation,Information Technology,Application Software,1989-08-31,,,True
358,OGN,Organon & Co.,Health Care,Pharmaceuticals,2021-06-03,,,True
359,OTIS,Otis Worldwide,Industrials,Industrial Machinery,2020-04-03,,,True
360,PCAR,Paccar,Industrials,Construction Machinery & Heavy Trucks,1980-12-31,,,True
361,PKG,Packaging Corporation of America,Materials,Paper Packaging,2017-07-26,,,True
362,PARA,Paramount Global,Communication Services,Movies & Entertainment,1994-09-30,,,True
363,PH,Parker Hannifin,Industrials,Industrial Machinery,1985-11-30,,,True
364,PAYX,Paychex,Information Technology,Data Processing & Outsourced Services,1998-10-01,,,True
365,PAYC,Paycom,Information Technology,Application Software,2020-01-28,,,True
366,PYPL,PayPal,Information Technology,Data Processing & Outsourced Services,2015-07-20,,,True
367,PNR,Pentair,Industrials,Industrial Machinery,2012-10-01,,,True
368,PEP,PepsiCo,Consumer Staples,Soft Drinks,1957-03-04,,,True
369,PKI,PerkinElmer,Health Care,Health Care Equipment,1985-05-31,,,True
370,PFE,Pfizer,Health Care,Pharmaceuticals,1957-03-04,,,True
371,PCG,PG&E Corporation,Utilities,Multi-Utilities,2022-10-03,,,True
372,PM,Philip Morris International,Consumer Staples,Tobacco,2008-03-31,,,True
373,PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,2012-05-01,,,True
374,PNW,Pinnacle West,Utilities,Multi-Utilities,1999-10-04,,,True
375,PXD,Pioneer Natural Resources,Energy,Oil & Gas Exploration & Production,2008-09-24,,,True
376,PNC,PNC Financial Services,Financials,Regional Banks,1988-04-30,,,True
377,POOL,Pool Corporation,Consumer Discretionary,Distributors,2020-10-07,,,True
378,PPG,PPG Industries,Materials,Specialty Chemicals,1957-03-04,,,True
379,PPL,PPL Corporation,Utilities,Electric Utilities,2001-10-01,,,True
380,PFG,Principal Financial Group,Financials,Life & Health Insurance,2002-07-22,,,True
381,PG,Procter & Gamble,Consumer Staples,Personal Products,1957-03-04,,,True
382,PGR,Progressive Corporation,Financials,Property & Casualty Insurance,1997-08-04,,,True
383,PLD,Prologis,Real Estate,Industrial REITs,2003-07-17,,,True
384,PRU,Prudential Financial,Financials,Life & Health Insurance,2002-07-22,,,True
385,PEG,Public Service Enterprise Group,Utilities,Electric Utilities,1957-03-04,,,True
386,PTC,PTC,Information Technology,Application Software,2021-04-20,,,True
387,PSA,Public Storage,Real Estate,Specialized REITs,2005-08-19,,,True
388,PHM,PulteGroup,Consumer Discretionary,Homebuilding,1984-04-30,,,True
389,QRVO,Qorvo,Information Technology,Semiconductors,2015-06-11,,,True
390,PWR,Quanta Services,Industrials,Construction & Engineering,2009-07-01,,,True
391,QCOM,Qualcomm,Information Technology,Semiconductors,1999-07-22,,,True
392,DGX,Quest Diagnostics,Health Care,Health Care Services,2002-12-12,,,True
393,RL,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",2007-02-02,,,True
394,RJF,Raymond James,Financials,Investment Banking & Brokerage,2017-03-20,,,True
395,RTX,Raytheon Technologies,Industrials,Aerospace & Defense,1957-03-04,,,True
396,O,Realty Income,Real Estate,Retail REITs,2015-04-07,,,True
397,REG,Regency Centers,Real Estate,Retail REITs,2017-03-02,,,True
398,REGN,Regeneron,Health Care,Biotechnology,2013-05-01,,,True
399,RF,Regions Financial Corporation,Financials,Regional Banks,1998-08-28,,,True
400,RSG,Republic Services,Industrials,Environmental & Facilities Services,2008-12-05,,,True
401,RMD,ResMed,Health Care,Health Care Equipment,2017-07-26,,,True
402,RHI,Robert Half,Industrials,Human Resource & Employment Services,2000-12-05,,,True
403,ROK,Rockwell Automation,Industrials,Electrical Components & Equipment,,,,True
404,ROL,"Rollins, Inc.",Industrials,Environmental & Facilities Services,2018-10-01,,,True
405,ROP,Roper Technologies,Information Technology,Electronic Equipment & Instruments,2009-12-23,,,True
406,ROST,Ross Stores,Consumer Discretionary,Apparel Retail,2009-12-21,,,True
407,RCL,Royal Caribbean Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2014-12-05,,,True
408,SPGI,S&P Global,Financials,Financial Exchanges & Data,1957-03-04,,,True
409,CRM,Salesforce,Information Technology,Application Software,2008-09-15,,,True
410,SBAC,SBA Communications,Real Estate,Specialized REITs,2017-09-01,,,True
411,SLB,Schlumberger,Energy,Oil & Gas Equipment & Services,1957-03-04,,,True
412,STX,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals",2012-07-02,,,True
413,SEE,Sealed Air,Materials,Paper Packaging,1957-03-04,,,True
414,SRE,Sempra Energy,Utilities,Multi-Utilities,2001?,,,True
415,NOW,ServiceNow,Information Technology,Systems Software,2019-11-21,,,True
416,SHW,Sherwin-Williams,Materials,Specialty Chemicals,1964-06-30,,,True
417,SBNY,Signature Bank,Financials,Regional Banks,2021-12-20,,,True
418,SPG,Simon Property Group,Real Estate,Retail REITs,2002-06-26,,,True
419,SWKS,Skyworks Solutions,Information Technology,Semiconductors,2015-03-12,,,True
420,SJM,J.M. Smucker Company (The),Consumer Staples,Packaged Foods & Meats,2008-11-06,,,True
421,SNA,Snap-on,Industrials,Industrial Machinery,1982-09-30,,,True
422,SEDG,SolarEdge,Information Technology,Semiconductor Equipment,2021-12-20,,,True
423,SO,Southern Company,Utilities,Electric Utilities,1957-03-04,,,True
424,LUV,Southwest Airlines,Industrials,Airlines,1994-07-01,,,True
425,SWK,Stanley Black & Decker,Industrials,Industrial Machinery,1982-09-30,,,True
426,SBUX,Starbucks,Consumer Discretionary,Restaurants,2000-06-07,,,True
427,STT,State Street Corporation,Financials,Asset Management & Custody Banks,2003-03-14,,,True
428,STLD,Steel Dynamics,Materials,Steel,2022-12-22,,,True
429,STE,Steris,Health Care,Health Care Equipment,2019-12-23,,,True
430,SYK,Stryker Corporation,Health Care,Health Care Equipment,2000-12-12,,,True
431,SIVB,SVB Financial Group,Financials,Regional Banks,2018-03-19,,,True
432,SYF,Synchrony Financial,Financials,Consumer Finance,2015-11-18,,,True
433,SNPS,Synopsys,Information Technology,Application Software,2017-03-16,,,True
434,SYY,Sysco,Consumer Staples,Food Distributors,1986-12-31,,,True
435,TMUS,T-Mobile US,Communication Services,Wireless Telecommunication Services,2019-07-15,,,True
436,TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,,,,True
437,TTWO,Take-Two Interactive,Communication Services,Interactive Home Entertainment,2018-03-19,,,True
438,TPR,"Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",2004-09-01,,,True
439,TRGP,Targa Resources,Energy,Oil & Gas Storage & Transportation,2022-10-12,,,True
440,TGT,Target Corporation,Consumer Discretionary,General Merchandise Stores,1976-12-31,,,True
441,TEL,TE Connectivity,Information Technology,Electronic Manufacturing Services,2011-10-17,,,True
442,TDY,Teledyne Technologies,Information Technology,Electronic Equipment & Instruments,2020-06-22,,,True
443,TFX,Teleflex,Health Care,Health Care Equipment,2019-01-18,,,True
444,TER,Teradyne,Information Technology,Semiconductor Equipment,2020-09-21,,,True
445,TSLA,"Tesla, Inc.",Consumer Discretionary,Automobile Manufacturers,2020-12-21,,,True
446,TXN,Texas Instruments,Information Technology,Semiconductors,,,,True
447,TXT,Textron,Industrials,Aerospace & Defense,1978-12-31,,,True
448,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2004-08-03,,,True
449,TJX,TJX Companies,Consumer Discretionary,Apparel Retail,1985-09-30,,,True
450,TSCO,Tractor Supply,Consumer Discretionary,Specialty Stores,2014-01-24,,,True
451,TT,Trane Technologies,Industrials,Building Products,2010-11-17,,,True
452,TDG,TransDigm Group,Industrials,Aerospace & Defense,2016-06-03,,,True
453,TRV,Travelers Companies (The),Financials,Property & Casualty Insurance,2002-08-21,,,True
454,TRMB,Trimble Inc.,Information Technology,Electronic Equipment & Instruments,2021-01-21,,,True
455,TFC,Truist,Financials,Regional Banks,1997-12-04,,,True
456,TYL,Tyler Technologies,Information Technology,Application Software,2020-06-22,,,True
457,TSN,Tyson Foods,Consumer Staples,Packaged Foods & Meats,2005-08-10,,,True
458,USB,U.S. Bank,Financials,Diversified Banks,,,,True
459,UDR,"UDR, Inc.",Real Estate,Residential REITs,2016-03-07,,,True
460,ULTA,Ulta Beauty,Consumer Discretionary,Specialty Stores,2016-04-18,,,True
461,UNP,Union Pacific Corporation,Industrials,Railroads,1957-03-04,,,True
462,UAL,United Airlines Holdings,Industrials,Airlines,2015-09-03,,,True
463,UPS,United Parcel Service,Industrials,Air Freight & Logistics,2002-07-22,,,True
464,URI,United Rentals,Industrials,Trading Companies & Distributors,2014-09-20,,,True
465,UNH,UnitedHealth Group,Health Care,Managed Health Care,1994-07-01,,,True
466,UHS,Universal Health Services,Health Care,Health Care Facilities,2014-09-20,,,True
467,VLO,Valero Energy,Energy,Oil & Gas Refining & Marketing,2002-12-20,,,True
468,VTR,Ventas,Real Estate,Health Care REITs,2009-03-04,,,True
469,VRSN,Verisign,Information Technology,Internet Services & Infrastructure,2006-02-01,,,True
470,VRSK,Verisk,Industrials,Research & Consulting Services,2015-10-08,,,True
471,VZ,Verizon,Communication Services,Integrated Telecommunication Services,1983-11-30,,,True
472,VRTX,Vertex Pharmaceuticals,Health Care,Biotechnology,2013-09-23,,,True
473,VFC,VF Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",1979-06-30,,,True
474,VTRS,Viatris,Health Care,Pharmaceuticals,2004-04-23,,,True
475,VICI,Vici Properties,Real Estate,Hotel & Resort REITs,2022-06-08,,,True
476,V,Visa Inc.,Information Technology,Data Processing & Outsourced Services,2009-12-21,,,True
477,VMC,Vulcan Materials Company,Materials,Construction Materials,1999-06-30,,,True
478,WAB,Wabtec,Industrials,Construction Machinery & Heavy Trucks,2019-02-27,,,True
479,WBA,Walgreens Boots Alliance,Consumer Staples,Drug Retail,1979-12-31,,,True
480,WMT,Walmart,Consumer Staples,Hypermarkets & Super Centers,1982-08-31,,,True
481,WBD,Warner Bros. Discovery,Communication Services,Broadcasting,2022-04-11,,,True
482,WM,Waste Management,Industrials,Environmental & Facilities Services,,,,True
483,WAT,Waters Corporation,Health Care,Health Care Distributors,2002-01-02,,,True
484,WEC,WEC Energy Group,Utilities,Electric Utilities,2008-10-31,,,True
485,WFC,Wells Fargo,Financials,Diversified Banks,1976-06-30,,,True
486,WELL,Welltower,Real Estate,Health Care REITs,2009-01-30,,,True
487,WST,West Pharmaceutical Services,Health Care,Health Care Supplies,2020-05-22,,,True
488,WDC,Western Digital,Information Technology,"Technology Hardware, Storage & Peripherals",2009-07-01,,,True
489,WRK,WestRock,Materials,Paper Packaging,1957-03-04,,,True
490,WY,Weyerhaeuser,Real Estate,Specialized REITs,,,,True
491,WHR,Whirlpool Corporation,Consumer Discretionary,Household Appliances,,,,True
492,WMB,Williams Companies,Energy,Oil & Gas Storage & Transportation,1975-03-31,,,True
493,WTW,Willis Towers Watson,Financials,Insurance Brokers,2016-01-05,,,True
494,GWW,W. W. Grainger,Industrials,Industrial Machinery,1981-06-30,,,True
495,WYNN,Wynn Resorts,Consumer Discretionary,Casinos & Gaming,2008-11-14,,,True
496,XEL,Xcel Energy,Utilities,Multi-Utilities,1957-03-04,,,True
497,XYL,Xylem Inc.,Industrials,Industrial Machinery,2011-11-01,,,True
498,YUM,Yum! Brands,Consumer Discretionary,Restaurants,1997-10-06,,,True
499,ZBRA,Zebra Technologies,Information Technology,Electronic Equipment & Instruments,2019-12-23,,,True
500,ZBH,Zimmer Biomet,Health Care,Health Care Equipment,2001-08-07,,,True
501,ZION,Zions Bancorporation,Financials,Regional Banks,2001-06-22,,,True
502,ZTS,Zoetis,Health Care,Pharmaceuticals,2013-06-21,,,True
503,MBC,MasterBrand,,,2022-12-15,2022-12-19,Market capitalization change.[7],False
504,PENN,Penn Entertainment,,,2021-03-22,2022-09-19,Market capitalization change.[11],False
505,VNT,Vontier,,,2020-10-09,2021-03-22,Market capitalization change.[25],False
506,BMS,Bemis,,,2019-06-07,2019-06-11,BMS changed to AMCR post merger with Amcor;[51] subsequently renamed to Amcor[52],False
507,MXIM,Maxim Integrated,,,2018-12-03,2021-08-30,S&P 500 constituent Analog Devices acquired Maxim Integrated Products.[20],False
508,WCG,WellCare,,,2018-09-14,2020-01-28,S&P 500 constituent Centene Corp. (NYSE: CNC) acquired Wellcare Health Plans.[40],False
509,HFC,HollyFrontier,,,2018-06-18,2021-06-04,Market capitalization change.[22],False
510,TWTR,Twitter,,,2018-06-07,2022-11-01,Elon Musk acquired Twitter.[8],False
511,ABMD,Abiomed,,,2018-05-31,2022-12-22,S&P 500 constituent Johnson & Johnson acquired Abiomed.[6],False
512,NKTR,Nektar Therapeutics,,,2018-03-19,2019-10-03,Market capitalization change.[45],False
513,IPGP,IPG Photonics,,,2018-03-07,2022-06-21,Market capitalization change.[12],False
514,DWDP,DowDuPont Inc.,,,2017-09-01,2019-06-03,DWDP changed to DD after spinning off Corteva.[54],False
515,Q,Qwest Communications,,,2017-08-29,2011-03-31,Acquired by CenturyLink[203],False
516,BHF,Brighthouse Financial,,,2017-08-08,2019-04-02,DOW spun off from DWDP[55],False
517,DRE,Duke Realty,,,2017-07-26,2022-10-03,S&P 500 constituent Prologis Inc. acquired Duke Realty.[10],False
518,INFO,IHS Markit,,,2017-06-02,2022-03-02,S&P 500 constituent S&P Global Inc. acquired IHS Markit.[14],False
519,EVHC,Envision Healthcare,,,2016-12-02,2018-10-11,EVHC acquired by KKR.[64],False
520,ARNC,Arconic,,,2016-11-01,2020-04-01,Arconic separated into 2 companies - Howmet remained on the index.[37],False
521,COTY,Coty,,,2016-09-30,2020-09-21,Market capitalization change.[32],False
522,FBHS,Fortune Brands Home & Security,,,2016-06-22,2022-12-19,Market capitalization change.[7],False
523,AYI,Acuity Brands,,,2016-05-03,2018-06-18,Market capitalization change.[70],False
524,UA,Under Armour,,,2016-04-08,2022-06-21,Market capitalization change.[12] Under Armour Class C Shares.,False
525,FL,Foot Locker,,,2016-04-04,2019-08-09,Market capitalization change.[48],False
526,CXO,Concho Resources,,,2016-02-22,2021-01-21,S&P 500/100 constituent ConocoPhillips acquired Concho Resources.[27],False
527,WLTW,Willis Towers Watson,,,2016-01-05,,,False
528,CSRA,CSRA,,,2015-12-01,2018-04-04,S&P 500 constituent General Dynamics (NYSE: GD) acquired CSRA.[74],False
529,SIG,Signet Jewelers,,,2015-07-29,2018-03-19,Market capitalization change.[75],False
530,CPGX,Columbia Pipeline Group,,,2015-07-02,2016-07-05,CPGX acquired by TRP[100],False
531,BXLT,Baxalta,,,2015-07-01,2016-06-03,SHPG acquiring BXLT[103],False
532,SLG,SL Green Realty,,,2015-03-23,2021-03-22,Market capitalization change.[25],False
533,HBI,Hanesbrands,,,2015-03-23,2021-12-20,Market capitalization change.[17],False
534,LVLT,Level 3 Communications,,,2014-11-05,2017-10-13,CenturyLink acquired LVLT.[78],False
535,MNK,Mallinckrodt,,,2014-08-18,2017-07-26,Market capitalization change.[82],False
536,DISCK,Discovery Communications,,,2014-08-06,,,False
537,AMG,Affiliated Managers Group,,,2014-07-01,2019-12-23,Market capitalization change.[41],False
538,XEC,Cimarex Energy,,,2014-06-20,2020-03-02,"Gardner Denver acquired Ingersoll Rand's industrial businesses then changed its name to the ""new"" Ingersoll Rand Inc.[38][39]",False
539,NAVI,Navient,,,2014-05-01,2018-06-05,Westar Energy (NYSE: WR) acquired Great Plains Energy (NYSE: GXP) and changed name to Evergy.[72],False
540,GMCR,Keurig Green Mountain,,,2014-03-21,2016-03-07,JAB Holding Company acquired Keurig Green Mountain[113],False
541,ADS,Alliance Data Systems,,,2013-12-23,2020-06-22,Market capitalization change.[33],False
542,GGP,GGP,,,2013-12-10,2018-08-28,GGP acquired by Brookfield Property Partners.[67],False
543,KORS,Michael Kors,,,2013-11-13,,,False
544,RIG,Transocean,,,2013-10-29,2017-07-26,Market capitalization change.[82],False
545,NLSN,Nielsen Holdings,,,2013-07-08,2022-10-12,Elliot Management Corp acquired Nielsen Holdings.[9],False
546,KSU,Kansas City Southern,,,2013-05-23,2021-12-14,Canadian Pacific acquired Kansas City Southern.[18],False
547,MAC,Macerich,,,2013-05-08,2019-12-23,Market capitalization change.[41],False
548,PVH,PVH,,,2013-02-15,2022-09-19,Market capitalization change.[11],False
549,DLPH,Delphi Automotive,,,2012-12-21,,,False
550,PETM,PetSmart,,,2012-10-10,2015-03-12,PetSmart acquired by private equity consortium[141],False
551,KRFT,Kraft Foods,,,2012-10-02,2015-07-06,Kraft merger with Heinz.[132],False
552,ADT,ADT,,,2012-10-01,2016-05-03,ADT acquired by APO[108],False
553,ESV,Ensco,,,2012-07-31,2016-03-30,Centene acquired Health Net.[112],False
554,ALXN,Alexion Pharmaceuticals,,,2012-05-21,2021-07-21,AstraZeneca acquired Alexion Pharmaceuticals.[21],False
555,FOSL,Fossil Group,,,2012-04-03,2016-01-05,WSH merges with TW (and renames to WLTW)[119],False
556,WPX,WPX Energy,,,2011-12-31,2014-03-21,Market capitalization changes[156],False
557,TRIP,TripAdvisor,,,2011-12-20,2019-12-23,Market capitalization change.[41],False
558,PRGO,Perrigo,,,2011-12-16,2021-09-20,Market capitalization change.[19],False
559,GAS,AGL Resources,,,2011-12-12,2016-07-01,GAS acquired by SO[101],False
560,CBE,Cooper Industries,,,2011-11-18,2012-12-03,Acquired by Eaton Corp. (ETN)[176],False
561,ANR,Alpha Natural Resources,,,2011-06-01,2012-10-02,Kraft split into two companies[178],False
562,COV,Covidien,,,2011-02-28,2015-01-27,Covidien acquired by Medtronic[143],False
563,JOYG,Joy Global,,,2011-02-25,,,False
564,CVC,Cablevision Systems,,,2010-12-17,2016-06-22,CVC acquired by Altice NV[102],False
565,NFX,Newfield Exploration,,,2010-12-17,2019-02-15,ECA acquired NFX[57],False
566,TYC,Tyco International,,,2010-08-26,2016-09-06,TYC acquires JCI (and retains JCI ticker).[99],False
567,QEP,QEP Resources,,,2010-06-30,2015-07-01,Baxalta spun off by Baxter.[135],False
568,CERN,Cerner,,,2010-04-29,2022-06-08,S&P 500 constituent Oracle Corp. acquired Cerner.[12],False
569,HP,Helmerich & Payne,,,2010-02-26,2020-05-22,Market capitalization change.[34],False
570,MJN,Mead Johnson,,,2009-12-18,2017-06-19,Reckitt Benckiser acquired Mead Johnson Nutrition.[84],False
571,CLF,Cliffs Natural Resources,,,2009-12-18,2014-04-02,Market capitalization changes[155],False
572,SAI,SAIC,,,2009-12-18,2013-09-20,Market capitalization change.[163],False
573,PCLN,Priceline.com,,,2009-11-03,,,False
574,ARG,Airgas,,,2009-09-28,2016-05-23,ARG acquired by Air Liquide[105],False
575,FTI,TechnipFMC,,,2009-06-05,2021-02-12,TechnipFMC was removed from the S&P 500 in anticipation of its announced spin-off of Technip Energies.[26],False
576,OI,Owens-Illinois,,,2008-12-31,2016-12-02,Market capitalization change.[94],False
577,HRS,Harris Corporation,,,2008-09-16,,,False
578,AKS,AK Steel,,,2008-07-01,2011-12-16,Market capitalization changes[192],False
579,COG,Cabot Oil & Gas,,,2008-06-23,,,False
580,MEE,Massey Energy,,,2008-06-23,2011-06-01,Alpha Natural Resources acquired Massey Energy.[200],False
581,LO,Lorillard Tobacco Company,,,2008-06-10,2015-06-11,Lorillard gets acquired.[136],False
582,RRC,Range Resources,,,2007-12-20,2018-06-18,Market capitalization change.[70],False
583,GME,GameStop,,,2007-12-13,2016-04-25,Global Payments is acquiring Heartland Payment Systems[109],False
584,JEC,Jacobs Engineering Group,,,2007-10-26,,,False
585,TDC,Teradata,,,2007-10-01,2017-06-19,Market capitalization changes.[83],False
586,TSO,Tesoro Corporation,,,2007-09-27,,,False
587,LUK,Leucadia National,,,2007-08-24,,,False
588,KFT,Kraft Foods,,,2007-03-30,,,False
589,ESRX,Express Scripts,,,2003-09-25,2018-12-24,S&P 500 constituent Cigna (NYSE: CI) acquired ESRX[60],False
590,SBL,Symbol Technologies,,,2000-12-05,2007-01-10,Acquired by Motorola[232],False
591,AYE,Allegheny Energy,,,2000-12-05,2011-02-25,Acquired by First Energy (FE).[205],False
592,ABK,Ambac Financial,,,2000-12-05,2008-06-10,Market Value Decline[225],False
593,JDSU,JDS Uniphase,,,2000-07-27,2013-12-23,Market capitalization changes.[158],False
594,CVG,Convergys,,,2000-06-12,2009-12-18,Market capitalization change.[214],False
595,YHOO,Yahoo!,,,1999-12-07,2017-06-19,VZ acquired YHOO operations; remainder of YHOO converted to closed-end company known as Altaba.[83],False
596,WLP,Wellpoint,,,1999-06-09,,,False
597,FSR,Firstar,,,1998-12-11,,,False
598,CPWR,Compuware,,,1998-12-11,2011-12-31,Market capitalization changes[190],False
599,VNO,Vornado Realty Trust,,,,2023-01-05,Market capitalization change.[4],False
600,CTXS,Citrix Systems,,,,2022-10-03,Vista Equity Partners acquired Citrix Systems.[10],False
601,UAA,Under Armour,,,,2022-06-21,Market capitalization change.[12] Under Armour Class A Shares.,False
602,PBCT,People's United Financial,,,,2022-04-04,S&P 500 constituent M&T Bank Corp. acquired People's United Financial.[13],False
603,XLNX,Xilinx,,,,2022-02-15,S&P 500 constituent Advanced Micro Devices acquired Xilinx.[15],False
604,GPS,Gap Inc.,,,,2022-02-03,Market capitalization change.[16],False
605,LEG,Leggett & Platt,,,,2021-12-20,Market capitalization change.[17],False
606,WU,Western Union,,,,2021-12-20,Market capitalization change.[17],False
607,UNM,Unum,,,,2021-09-20,Market capitalization change.[19],False
608,NOV,Nov,,,,2021-09-20,Market capitalization change.[19],False
609,FLIR,FLIR Systems,,,,2021-05-14,S&P 500 constituent Teledyne Technologies acquired FLIR Systems.[23],False
610,VAR,Varian Medical Systems,,,,2021-04-20,Siemens Healthineers acquired Varian Medical Systems.[24],False
611,FLS,Flowserve,,,,2021-03-22,Market capitalization change.[25],False
612,XRX,Xerox,,,,2021-03-22,Market capitalization change.[25],False
613,TIF,Tiffany & Co,,,,2021-01-07,LVMH Moet Hennessy-Louis Vuitton SE acquired Tiffany & Co.[28],False
614,AIV,Apartment Investment & Management,,,,2020-12-21,Apartment Investment and Management (Aimco) spun off Apartment Income REIT.[29],False
615,NBL,Noble Energy,,,,2020-10-12,Chevron acquired Noble Energy.[30],False
616,ETFC,E-Trade,,,,2020-10-07,Morgan Stanley acquired E*Trade.[31],False
617,HRB,H&R Block,,,,2020-09-21,Market capitalization change.[32],False
618,KSS,Kohl's,,,,2020-09-21,Market capitalization change.[32],False
619,HOG,Harley-Davidson,,,,2020-06-22,Market capitalization change.[33],False
620,JWN,Nordstrom,,,,2020-06-22,Market capitalization change.[33],False
621,CPRI,Capri Holdings,,,,2020-05-12,Market capitalization change.[35],False
622,AGN,Allergan,,,,2020-05-12,Allergan acquired by AbbVie.[35],False
623,M,Macy's,,,,2020-04-06,Market capitalization change.[36],False
624,RTN,Raytheon Company,,,,2020-04-06,United Technologies spun off Otis and Carrier and acquired Raytheon Company.[36],False
625,STI,SunTrust Banks,,,,2019-12-09,BB&T acquired SunTrust to form Truist Financial.[42],False
626,VIAB,Viacom,,,,2019-12-05,CBS acquired Viacom to form ViacomCBS.[43],False
627,CELG,Celgene,,,,2019-11-21,Bristol-Myers Squibb (NYSE:BMY) acquired Celgene.[44],False
628,JEF,Jefferies Financial Group,,,,2019-09-26,JEF spun off SPB.[46],False
629,TSS,TSYS,,,,2019-09-23,S&P 500 constituent Global Payments (NYSE: GPN) acquired TSS.[47],False
630,APC,Anadarko Petroleum,,,,2019-08-09,S&P 500 & 100 constituent Occidental Petroleum Corp. (NYSE:OXY) acquired Anadarko Petroleum.[48],False
631,RHT,Red Hat,,,,2019-07-15,S&P 500 & 100 constituent IBM acquired Red Hat.[49],False
632,LLL,L3 Technologies,,,,2019-07-01,L3 purchased by Harris Corporation[50],False
633,MAT,Mattel,,,,2019-06-07,Pending merger of Bemis and Amcor; Bemis treated as the surviving entity.[53],False
634,FLR,Fluor Corporation,,,,2019-06-03,CTVA spun off from DWDP (which then changed symbol to DD)[54],False
635,GT,The Goodyear Tire & Rubber Company,,,,2019-02-27,WAB acquired GE transportation business[56],False
636,SCG,SCANA,,,,2019-01-02,Dominion Energy acquired SCANA Corporation[59],False
637,COL,Rockwell Collins,,,,2018-12-03,UTX acquired COL[61],False
638,AET,Aetna,,,,2018-12-03,CVS acquired Aetna[61],False
639,SRCL,Stericycle,,,,2018-12-03,Market Capitalization change[61],False
640,CA,CA Technologies,,,,2018-11-06,CA acquired by Broadcom.[63],False
641,ANDV,Andeavor,,,,2018-10-01,ANDV acquired by Marathon Petroleum.[65],False
642,XL,XL Group,,,,2018-09-14,XL acquired by AXA.[66],False
643,DPS,Dr Pepper Snapple Group,,,,2018-07-02,DPS acquired by Keurig Green Mountain.[68],False
644,TWX,Time Warner,,,,2018-06-20,AT&T acquired Time Warner.[69],False
645,MON,Monsanto,,,,2018-06-07,Bayer acquired Monsanto.[71],False
646,WYN,Wyndham Worldwide,,,,2018-05-31,Wyndham Worldwide spun off Wyndham Hotels & Resorts (NYSE:WH).[73],False
647,PDCO,Patterson Companies,,,,2018-03-19,Market capitalization change.[75],False
648,CHK,Chesapeake Energy,,,,2018-03-19,Market capitalization change.[75],False
649,SNI,Scripps Networks Interactive,,,,2018-03-07,Discovery Communications acquired SNI.[76],False
650,BCR,CR Bard,,,,2018-01-03,Becton Dickinson acquired BCR.[77],False
651,SPLS,Staples,,,,2017-09-18,Sycamore Partners acquired Staples.[79],False
652,WFM,Whole Foods Market,,,,2017-08-29,Amazon acquired Whole Foods Market.[80],False
653,AN,AutoNation,,,,2017-08-08,"BHF replaced AN,[81] MET spun off BHF[81]",False
654,BBBY,Bed Bath & Beyond,,,,2017-07-26,Market capitalization change.[82],False
655,MUR,Murphy Oil,,,,2017-07-26,Market capitalization change.[82],False
656,RAI,Reynolds American,,,,2017-07-26,British American Tobacco (NYSE MKT:BTI) acquired Reynolds American.[82],False
657,R,Ryder System,,,,2017-06-19,Market capitalization changes.[83],False
658,TGNA,Tegna,,,,2017-06-02,TGNA spins off Cars.com[85],False
659,DNB,Dun & Bradstreet,,,,2017-04-05,IT acquiring CEB[86],False
660,SWN,Southwestern Energy,,,,2017-04-04,"HPE spins off Everett, merged with CSC to form DXC[87][88]",False
661,URBN,Urban Outfitters,,,,2017-03-20,Market capitalization change.[89],False
662,FTR,Frontier Communications,,,,2017-03-20,Market capitalization change.[89],False
663,HAR,Harman International,,,,2017-03-16,Samsung Electronics acquired Harman International Industries.[90],False
664,LLTC,Linear Technology,,,,2017-03-13,S&P 500 constituent Analog Devices (NASD:ADI) acquired Linear Technology.[91],False
665,PBI,Pitney Bowes,,,,2017-03-01,CBOE acquires BATS[92],False
